date,prosper,prosperity,isPartial
2004-08-23,9,34,False
2004-08-24,8,33,False
2004-08-25,17,25,False
2004-08-26,0,18,False
2004-08-27,18,37,False
2004-08-28,29,15,False
2004-08-29,14,0,False
2004-08-30,41,8,False
2004-08-31,8,33,False
2004-09-01,17,17,False
2004-09-02,25,8,False
2004-09-03,9,9,False
2004-09-04,30,0,False
2004-09-05,0,0,False
2004-09-06,13,0,False
2004-09-07,8,16,False
2004-09-08,16,56,False
2004-09-09,16,24,False
2004-09-10,9,35,False
2004-09-11,14,14,False
2004-09-12,13,0,False
2004-09-13,23,0,False
2004-09-14,8,15,False
2004-09-15,0,23,False
2004-09-16,24,24,False
2004-09-17,8,42,False
2004-09-18,13,0,False
2004-09-19,13,27,False
2004-09-20,0,16,False
2004-09-21,23,15,False
2004-09-22,0,8,False
2004-09-23,8,0,False
2004-09-24,8,34,False
2004-09-25,0,14,False
2004-09-26,13,0,False
