date,betrothal,bonus,boom,breadwinner,buy
2005-02-16,0,2.4021809286,4.125,0,67.5857679706
2005-02-17,0,2.4021809286,2.0625,0,63.7237240866
2005-02-18,0,4.80436185719,2.0625,0,67.5857679706
2005-02-19,0,2.4021809286,2.0625,0,83.0339435067
2005-02-20,0,4.80436185719,4.125,0,94.6200751588
2005-02-21,0,2.4021809286,2.0625,0,77.2408776807
2005-02-22,0,2.4021809286,2.0625,0,69.5167899126
2005-02-23,0,2.4021809286,2.0625,0,73.3788337967
2005-02-24,0,2.4021809286,4.125,0,69.5167899126
2005-02-25,0,4.80436185719,4.125,0,71.4478118546
2005-02-26,0,4.80436185719,4.125,0,84.9649654488
2005-02-27,0,2.4021809286,4.125,0,92.6890532168
2005-02-28,0,2.4021809286,4.125,0,69.5167899126
2005-03-01,0,2.4021809286,4.125,0,73.3788337967
2005-03-02,0,4.80436185719,2.0625,0,65.6547460286
2005-03-03,0,2.4021809286,4.125,0,69.5167899126
2005-03-04,0,2.4021809286,4.125,0,67.5857679706
2005-03-05,0,2.4021809286,4.125,0,84.9649654488
2005-03-06,0,2.4021809286,4.125,0,88.8270093328
2005-03-07,0,2.4021809286,4.125,0,67.5857679706
2005-03-08,0,2.4021809286,4.125,0,65.6547460286
2005-03-09,0,2.4021809286,4.125,0,67.5857679706
2005-03-10,0,4.80436185719,2.0625,0,67.5857679706
2005-03-11,0,4.80436185719,4.125,0,69.5167899126
2005-03-12,0,4.80436185719,6.1875,0,94.6200751588
2005-03-13,0,4.80436185719,4.125,0,88.8270093328
2005-03-14,0,2.4021809286,4.125,0,71.4478118546
2005-03-15,0,2.4021809286,4.125,0,65.6547460286
2005-03-16,0,4.80436185719,4.125,0,67.5857679706
2005-03-17,0,2.4021809286,4.125,0,61.7927021446
2005-03-18,0,2.4021809286,4.125,0,73.3788337967
2005-03-19,0,4.80436185719,4.125,0,84.9649654488
2005-03-20,0,4.80436185719,4.125,0,94.6200751588
2005-03-21,0,2.4021809286,4.125,0,69.5167899126
2005-03-22,0,4.80436185719,2.0625,0,69.5167899126
2005-03-23,0,4.80436185719,4.125,0,69.5167899126
2005-03-24,0,2.4021809286,2.0625,0,75.3098557387
2005-03-25,0,2.4021809286,2.0625,0,75.3098557387
2005-03-26,0,2.4021809286,2.0625,0,88.8270093328
2005-03-27,0,4.80436185719,2.0625,0,92.6890532168
2005-03-28,0,2.4021809286,4.125,0,77.2408776807
2005-03-29,0,2.4021809286,4.125,0,75.3098557387
2005-03-30,0,2.4021809286,2.0625,0,67.5857679706
2005-03-31,0,4.80436185719,2.0625,0,63.7237240866
2005-04-01,0,2.4021809286,4.125,0,65.6547460286
2005-04-02,0,2.4021809286,2.0625,0,84.9649654488
