date,aristocracy,aristocrat,aristocratic,associate,backer
2004-12-06,0.0,10.2937163769,0.0,80.6083914069,9.348647355
2004-12-07,42.8030812411,2.8073771937,0.0,69.7153655411,13.3552105071
2004-12-08,24.4589035663,6.5505467853,0.0,89.3228120995,0.0
2004-12-09,24.4589035663,6.5505467853,0.0,50.1079189827,9.348647355
2004-12-10,0.0,0.0,0.0,37.0362879437,0.0
2004-12-11,0.0,5.6147543874,0.0,71.8939707142,0.0
2004-12-12,0.0,0.0,0.0,32.6790775974,0.0
2004-12-13,42.8030812411,0.0,0.0,78.4297862337,5.34208420286
2004-12-14,0.0,6.5505467853,0.0,49.0186163961,0.0
2004-12-15,42.8030812411,6.5505467853,0.0,63.1795500216,14.6907315579
2004-12-16,48.9178071326,0.0,0.0,45.7507086363,14.6907315579
2004-12-17,0.0,0.0,0.0,49.0186163961,10.6841684057
2004-12-18,0.0,0.0,0.0,28.3218672511,17.3617736593
2004-12-19,0.0,0.0,0.0,51.1972215692,9.348647355
2004-12-20,24.4589035663,7.4863391832,0.0,72.9832733008,5.34208420286
2004-12-21,0.0,3.7431695916,0.0,74.0725758874,0.0
2004-12-22,0.0,0.0,0.0,37.0362879437,5.34208420286
2004-12-23,0.0,0.0,0.0,58.8223396753,13.3552105071
2004-12-24,0.0,0.0,0.0,45.7507086363,0.0
2004-12-25,61.1472589158,0.0,0.0,42.4828008766,13.3552105071
2004-12-26,0.0,0.0,0.0,43.5721034632,42.7366736229
2004-12-27,0.0,0.0,0.0,46.8400112229,18.69729471
2004-12-28,0.0,3.7431695916,0.0,29.4111698376,17.3617736593
2004-12-29,0.0,0.0,0.0,99.1265353787,17.3617736593
2004-12-30,0.0,0.0,0.0,44.6614060498,0.0
2004-12-31,0.0,0.0,0.0,51.1972215692,30.7169841664
2005-01-01,0.0,0.0,0.0,56.6437345021,13.3552105071
2005-01-02,0.0,5.6147543874,0.0,39.2148931169,8.01312630429
2005-01-03,24.4589035663,3.7431695916,0.0,63.1795500216,5.34208420286
2005-01-04,0.0,6.5505467853,0.0,67.5367603679,0.0
2005-01-05,18.3441776747,0.0,0.0,53.3758267424,4.00656315214
2005-01-06,24.4589035663,3.7431695916,0.0,57.7330370887,0.0
2005-01-07,24.4589035663,0.0,0.0,63.1795500216,18.69729471
2005-01-08,36.6883553495,10.2937163769,0.0,55.5544319156,14.6907315579
2005-01-09,36.6883553495,5.6147543874,0.0,37.0362879437,0.0
2005-01-10,18.3441776747,2.8073771937,0.0,67.5367603679,4.00656315214
