date,warfare,waste,bankrupt,bankruptcy,beggar
2004-11-22,20.8139873658,86.1988014044,1.66465588719,58.1939325915,0.0
2004-11-23,30.4204430731,72.0935429927,6.65862354876,64.9606689393,0.0
2004-11-24,9.60645570728,57.9882845811,3.32931177438,43.3071126262,0.0
2004-11-25,24.0161392682,48.5847789734,0.0,58.1939325915,0.0
2004-11-26,25.6172152194,43.8830261695,1.66465588719,24.3602508523,0.0
2004-11-27,19.2129114146,53.2865317772,1.66465588719,36.5403762784,0.0
2004-11-28,20.8139873658,50.152029908,6.65862354876,25.7135981218,0.0
2004-11-29,12.8086076097,78.3625467312,4.16163971797,67.6673634785,0.0
2004-11-30,28.8193671218,79.9297976659,3.32931177438,58.1939325915,0.0
2004-12-01,25.6172152194,57.9882845811,4.99396766157,63.6073216698,0.0
2004-12-02,27.2182911706,68.9590411235,2.49698383078,60.9006271306,0.0
2004-12-03,28.8193671218,67.3917901889,5.82629560516,70.3740580176,0.0
2004-12-04,9.60645570728,45.4502771041,1.66465588719,37.893723548,0.0
2004-12-05,14.4096835609,51.7192808426,6.65862354876,31.1269872001,0.0
2004-12-06,24.0161392682,67.3917901889,6.65862354876,69.0207107481,0.0
2004-12-07,27.2182911706,89.3333032736,3.32931177438,70.3740580176,0.0
2004-12-08,14.4096835609,84.6315504697,4.99396766157,71.7274052872,0.0
2004-12-09,25.6172152194,57.9882845811,3.32931177438,41.9537653567,0.0
2004-12-10,25.6172152194,67.3917901889,2.49698383078,55.4872380524,0.0
2004-12-11,9.60645570728,67.3917901889,4.99396766157,39.2470708175,0.0
2004-12-12,22.415063317,43.8830261695,2.49698383078,54.1338907828,0.0
2004-12-13,17.6118354634,62.690037385,3.32931177438,43.3071126262,0.0
2004-12-14,30.4204430731,75.228044862,2.49698383078,66.3140162089,0.0
2004-12-15,19.2129114146,68.9590411235,3.32931177438,77.1407943655,0.0
2004-12-16,24.0161392682,75.228044862,3.32931177438,43.3071126262,0.0
2004-12-17,25.6172152194,67.3917901889,0.832327943595,51.4271962437,0.0
2004-12-18,4.80322785364,34.4795205617,2.49698383078,55.4872380524,0.0
2004-12-19,11.2075316585,37.614022431,1.66465588719,20.3002090435,0.0
2004-12-20,11.2075316585,62.690037385,5.82629560516,50.0738489741,0.0
2004-12-21,20.8139873658,34.4795205617,0.832327943595,59.5472798611,0.0
2004-12-22,24.0161392682,67.3917901889,1.66465588719,59.5472798611,0.0
2004-12-23,17.6118354634,64.2572883196,2.49698383078,40.6004180871,0.0
2004-12-24,11.2075316585,67.3917901889,4.16163971797,31.1269872001,0.0
2004-12-25,27.2182911706,39.1812733656,4.16163971797,16.2401672348,0.0
2004-12-26,3.20215190243,48.5847789734,0.0,47.3671544349,0.0
2004-12-27,3.20215190243,62.690037385,0.832327943595,41.9537653567,0.0
2004-12-28,14.4096835609,50.152029908,2.49698383078,48.7205017045,0.0
2004-12-29,12.8086076097,56.4210336465,2.49698383078,67.6673634785,0.0
2004-12-30,19.2129114146,68.9590411235,1.66465588719,51.4271962437,0.0
2004-12-31,19.2129114146,56.4210336465,2.49698383078,56.8405853219,0.0
2005-01-01,46.4312025852,54.8537827119,4.16163971797,25.7135981218,0.0
2005-01-02,54.4365823413,57.9882845811,1.66465588719,41.9537653567,0.0
2005-01-03,28.8193671218,72.0935429927,3.32931177438,58.1939325915,0.0
2005-01-04,28.8193671218,72.0935429927,3.32931177438,75.7874470959,0.0
2005-01-05,35.2236709267,76.7952957966,2.49698383078,78.494141635,0.0
2005-01-06,20.8139873658,68.9590411235,6.65862354876,75.7874470959,0.0
2005-01-07,28.8193671218,61.1227864504,3.32931177438,52.7805435132,0.0
2005-01-08,17.6118354634,51.7192808426,5.82629560516,31.1269872001,0.0
2005-01-09,27.2182911706,50.152029908,0.832327943595,33.8336817392,0.0
2005-01-10,22.415063317,48.5847789734,1.66465588719,52.7805435132,0.0
2005-01-11,24.0161392682,70.5262920581,2.49698383078,66.3140162089,0.0
2005-01-12,32.0215190243,73.6607939274,4.99396766157,67.6673634785,0.0
2005-01-13,28.8193671218,65.8245392542,2.49698383078,50.0738489741,0.0
2005-01-14,22.415063317,56.4210336465,4.16163971797,48.7205017045,0.0
