date,liquidation,pollution,poor,poverty,race,isPartial
2013-03-17,2,3,10,4,68,False
2013-03-18,2,5,9,6,56,False
2013-03-19,2,5,10,6,45,False
2013-03-20,2,5,10,6,43,False
2013-03-21,2,5,10,6,44,False
2013-03-22,2,4,9,5,45,False
2013-03-23,2,2,8,3,54,False
2013-03-24,1,2,9,4,62,False
2013-03-25,2,4,8,5,80,False
2013-03-26,2,5,9,5,47,False
2013-03-27,1,5,9,5,43,False
2013-03-28,1,4,9,5,42,False
2013-03-29,1,3,9,4,40,False
2013-03-30,1,2,8,3,48,False
2013-03-31,1,2,9,4,51,False
2013-04-01,1,4,8,5,51,False
2013-04-02,2,4,10,6,47,False
2013-04-03,1,4,10,7,43,False
2013-04-04,1,4,9,6,42,False
2013-04-05,1,4,9,5,44,False
2013-04-06,2,2,7,4,54,False
2013-04-07,2,3,10,5,65,False
2013-04-08,1,5,9,7,55,False
2013-04-09,1,6,10,7,45,False
2013-04-10,1,5,10,7,45,False
2013-04-11,2,5,10,7,41,False
2013-04-12,2,5,9,6,43,False
2013-04-13,1,2,8,3,60,False
2013-04-14,1,3,8,4,67,False
2013-04-15,2,5,9,7,62,False
2013-04-16,2,5,9,7,52,False
2013-04-17,2,5,10,6,43,False
2013-04-18,1,6,9,6,45,False
2013-04-19,2,4,9,5,45,False
2013-04-20,2,3,8,4,57,False
2013-04-21,1,4,9,5,71,False
2013-04-22,1,8,9,7,57,False
2013-04-23,2,6,10,7,50,False
2013-04-24,1,7,9,7,45,False
2013-04-25,2,7,9,8,45,False
2013-04-26,1,6,9,6,48,False
2013-04-27,2,3,7,4,61,False
2013-04-28,1,3,8,5,66,False
2013-04-29,1,6,9,6,56,False
2013-04-30,1,6,9,7,52,False
2013-05-01,1,6,9,6,49,False
2013-05-02,1,6,9,6,46,False
2013-05-03,2,5,8,6,56,False
2013-05-04,1,2,7,4,100,False
2013-05-05,1,4,8,4,86,False
2013-05-06,1,6,9,6,95,False
2013-05-07,1,5,8,6,56,False
2013-05-08,1,5,8,6,50,False
2013-05-09,1,6,9,5,44,False
2013-05-10,2,5,8,5,48,False
2013-05-11,1,2,8,3,63,False
2013-05-12,1,3,8,3,65,False
2013-05-13,1,6,8,6,49,False
2013-05-14,1,5,9,6,43,False
2013-05-15,1,5,8,6,44,False
2013-05-16,2,5,9,5,43,False
2013-05-17,2,5,8,4,52,False
2013-05-18,1,2,8,3,92,False
2013-05-19,1,3,8,4,83,False
2013-05-20,1,4,8,5,50,False
2013-05-21,1,4,8,6,41,False
2013-05-22,1,4,9,5,45,False
2013-05-23,1,4,8,6,41,False
2013-05-24,1,3,7,4,41,False
2013-05-25,1,1,9,2,53,False
2013-05-26,2,2,8,3,72,False
2013-05-27,1,2,9,3,65,False
2013-05-28,1,4,9,5,43,False
2013-05-29,2,4,8,5,41,False
2013-05-30,2,4,9,5,38,False
2013-05-31,1,3,9,4,43,False
2013-06-01,1,1,8,3,54,False
2013-06-02,2,2,8,3,62,False
2013-06-03,2,4,9,5,49,False
2013-06-04,2,4,10,4,39,False
2013-06-05,1,3,10,4,40,False
2013-06-06,2,4,8,5,42,False
2013-06-07,1,3,8,4,43,False
2013-06-08,1,1,7,3,71,False
2013-06-09,1,2,8,3,70,False
2013-06-10,2,2,8,3,46,False
2013-06-11,1,2,7,4,39,False
2013-06-12,1,2,8,4,38,False
2013-06-13,1,2,8,4,41,False
2013-06-14,1,2,8,3,43,False
2013-06-15,1,1,7,2,52,False
2013-06-16,1,1,7,3,60,False
2013-06-17,2,2,8,3,41,False
2013-06-18,1,2,7,4,36,False
2013-06-19,2,3,7,4,39,False
2013-06-20,1,2,8,3,36,False
2013-06-21,2,2,8,3,38,False
2013-06-22,1,2,8,3,51,False
2013-06-23,1,2,8,3,56,False
2013-06-24,1,2,7,4,42,False
2013-06-25,2,2,9,4,37,False
2013-06-26,1,2,8,4,42,False
2013-06-27,2,2,7,4,37,False
2013-06-28,2,2,7,3,40,False
2013-06-29,1,1,8,3,52,False
2013-06-30,1,1,7,3,72,False
2013-07-01,1,2,8,3,46,False
2013-07-02,1,1,7,3,39,False
2013-07-03,2,2,7,3,45,False
2013-07-04,1,1,7,2,60,False
2013-07-05,1,2,7,2,46,False
2013-07-06,1,1,8,2,53,False
2013-07-07,2,1,8,3,56,False
2013-07-08,2,2,7,3,42,False
2013-07-09,2,2,8,4,39,False
2013-07-10,1,2,7,3,36,False
2013-07-11,1,2,8,3,38,False
2013-07-12,2,2,8,3,43,False
2013-07-13,1,1,7,3,55,False
2013-07-14,1,1,8,3,83,False
2013-07-15,1,2,8,4,54,False
2013-07-16,1,2,8,3,49,False
2013-07-17,2,2,9,4,48,False
2013-07-18,1,2,8,3,45,False
2013-07-19,2,2,8,3,47,False
2013-07-20,1,1,8,3,60,False
2013-07-21,2,1,8,3,64,False
2013-07-22,1,2,8,3,47,False
2013-07-23,2,1,8,4,43,False
2013-07-24,1,1,8,4,45,False
2013-07-25,1,2,7,4,47,False
2013-07-26,1,1,7,3,45,False
2013-07-27,2,1,7,2,52,False
2013-07-28,1,1,8,3,61,False
2013-07-29,1,2,8,5,43,False
2013-07-30,1,2,8,4,40,False
2013-07-31,2,2,8,4,38,False
2013-08-01,2,1,9,4,39,False
2013-08-02,2,1,7,4,43,False
2013-08-03,2,1,8,3,53,False
2013-08-04,1,1,7,3,62,False
2013-08-05,1,1,8,3,43,False
2013-08-06,1,2,8,3,37,False
2013-08-07,1,2,8,4,39,False
2013-08-08,1,2,8,4,39,False
2013-08-09,1,1,8,4,42,False
2013-08-10,2,1,6,2,53,False
2013-08-11,1,2,7,3,61,False
2013-08-12,1,2,8,4,46,False
2013-08-13,1,2,8,4,39,False
2013-08-14,1,2,7,3,41,False
2013-08-15,3,2,8,3,37,False
2013-08-16,2,2,7,3,42,False
2013-08-17,2,1,7,3,54,False
2013-08-18,2,1,8,3,62,False
2013-08-19,2,2,8,4,47,False
2013-08-20,2,2,7,3,40,False
2013-08-21,2,2,8,4,38,False
2013-08-22,1,2,8,4,40,False
2013-08-23,1,2,7,4,47,False
2013-08-24,2,1,8,2,62,False
2013-08-25,1,1,8,3,65,False
2013-08-26,1,2,7,3,43,False
2013-08-27,2,2,8,4,36,False
2013-08-28,2,2,8,5,40,False
2013-08-29,2,3,8,5,38,False
2013-08-30,2,2,8,4,42,False
2013-08-31,1,1,6,4,48,False
2013-09-01,1,2,8,3,59,False
2013-09-02,2,2,8,3,60,False
2013-09-03,1,3,9,4,42,False
2013-09-04,2,3,9,5,38,False
2013-09-05,1,3,8,5,39,False
2013-09-06,2,3,8,4,38,False
2013-09-07,1,1,8,3,54,False
2013-09-08,1,2,8,3,62,False
2013-09-09,1,3,8,5,45,False
2013-09-10,1,3,8,5,42,False
2013-09-11,2,3,9,5,53,False
2013-09-12,2,3,9,6,40,False
2013-09-13,1,3,9,5,41,False
2013-09-14,2,2,8,4,51,False
2013-09-15,1,2,8,3,59,False
2013-09-16,1,3,8,5,57,False
2013-09-17,1,3,10,8,39,False
2013-09-18,2,3,9,7,38,False
2013-09-19,1,4,8,7,38,False
2013-09-20,1,3,10,6,40,False
2013-09-21,1,2,8,4,54,False
2013-09-22,1,2,9,4,61,False
2013-09-23,1,3,10,6,49,False
2013-09-24,2,4,10,7,41,False
2013-09-25,2,4,10,8,48,False
2013-09-26,1,4,11,7,42,False
2013-09-27,1,3,11,6,43,False
2013-09-28,2,1,9,5,55,False
2013-09-29,1,2,9,6,65,False
2013-09-30,2,4,9,8,59,False
2013-10-01,1,4,10,7,46,False
2013-10-02,1,4,11,7,41,False
2013-10-03,1,4,11,6,42,False
2013-10-04,1,3,9,6,42,False
2013-10-05,1,2,7,4,52,False
2013-10-06,1,2,9,5,60,False
2013-10-07,1,4,10,6,57,False
2013-10-08,1,4,9,7,43,False
2013-10-09,2,4,11,7,42,False
2013-10-10,1,4,9,7,36,False
2013-10-11,2,3,9,6,38,False
