date,capitalize,charitable,charity,community,compensate
2004-12-16,0.0,6.89781327543,11.347596228,143.892775363,0.0
2004-12-17,0.0,3.44890663772,11.347596228,125.652846092,0.0
2004-12-18,0.0,3.44890663772,14.184495285,107.412916821,0.0
2004-12-19,0.0,0.0,14.184495285,109.439575629,0.0
2004-12-20,0.0,6.89781327543,8.51069717101,139.839457748,0.0
2004-12-21,0.0,6.89781327543,11.347596228,133.759481324,0.0
2004-12-22,0.0,3.44890663772,8.51069717101,125.652846092,0.0
2004-12-23,0.0,3.44890663772,17.021394342,111.466234436,0.0
2004-12-24,0.0,3.44890663772,17.021394342,81.0663523174,0.0
2004-12-25,0.0,6.89781327543,8.51069717101,77.0130347016,0.0
2004-12-26,0.0,0.0,11.347596228,111.466234436,0.0
2004-12-27,0.0,3.44890663772,14.184495285,139.839457748,0.0
2004-12-28,0.0,6.89781327543,17.021394342,149.972751787,0.0
2004-12-29,0.0,6.89781327543,28.36899057,151.999410595,0.0
2004-12-30,0.0,10.3467199132,34.0427886841,125.652846092,0.0
2004-12-31,0.0,6.89781327543,31.2058896271,101.332940397,0.0
2005-01-01,0.0,6.89781327543,17.021394342,117.54621086,0.0
2005-01-02,0.0,0.0,14.184495285,123.626187284,0.0
2005-01-03,0.0,6.89781327543,19.858293399,202.665880794,0.0
2005-01-04,0.0,10.3467199132,28.36899057,184.425951522,0.0
2005-01-05,0.0,3.44890663772,22.695192456,170.239339867,0.0
2005-01-06,0.0,6.89781327543,17.021394342,182.399292714,0.0
2005-01-07,0.0,6.89781327543,14.184495285,166.186022251,0.0
2005-01-08,0.0,3.44890663772,8.51069717101,123.626187284,0.0
2005-01-09,0.0,6.89781327543,14.184495285,123.626187284,0.0
2005-01-10,0.0,6.89781327543,17.021394342,188.479269138,0.0
2005-01-11,0.0,6.89781327543,14.184495285,184.425951522,0.0
2005-01-12,0.0,3.44890663772,14.184495285,172.265998675,0.0
2005-01-13,0.0,6.89781327543,11.347596228,170.239339867,0.0
2005-01-14,0.0,6.89781327543,11.347596228,160.106045827,0.0
2005-01-15,0.0,3.44890663772,11.347596228,117.54621086,0.0
2005-01-16,0.0,6.89781327543,8.51069717101,113.492893244,0.0
2005-01-17,0.0,3.44890663772,11.347596228,151.999410595,0.0
2005-01-18,0.0,6.89781327543,11.347596228,166.186022251,0.0
2005-01-19,0.0,6.89781327543,14.184495285,158.079387019,0.0
2005-01-20,0.0,6.89781327543,11.347596228,162.132704635,0.0
2005-01-21,0.0,3.44890663772,11.347596228,133.759481324,0.0
2005-01-22,0.0,0.0,11.347596228,107.412916821,0.0
2005-01-23,0.0,3.44890663772,8.51069717101,123.626187284,0.0
2005-01-24,0.0,3.44890663772,14.184495285,166.186022251,0.0
2005-01-25,0.0,6.89781327543,14.184495285,160.106045827,0.0
2005-01-26,0.0,6.89781327543,8.51069717101,162.132704635,0.0
2005-01-27,0.0,6.89781327543,11.347596228,145.919434171,0.0
2005-01-28,0.0,3.44890663772,11.347596228,129.706163708,0.0
2005-01-29,0.0,3.44890663772,8.51069717101,107.412916821,0.0
2005-01-30,0.0,6.89781327543,8.51069717101,97.2796227809,0.0
2005-01-31,0.0,6.89781327543,14.184495285,156.052728211,0.0
2005-02-01,0.0,3.44890663772,8.51069717101,131.732822516,0.0
2005-02-02,0.0,3.44890663772,14.184495285,139.839457748,0.0
2005-02-03,0.0,6.89781327543,8.51069717101,145.919434171,0.0
2005-02-04,0.0,6.89781327543,11.347596228,137.81279894,0.0
2005-02-05,0.0,3.44890663772,14.184495285,107.412916821,0.0
2005-02-06,0.0,0.0,11.347596228,107.412916821,0.0
2005-02-07,0.0,6.89781327543,8.51069717101,151.999410595,0.0
2005-02-08,0.0,6.89781327543,11.347596228,137.81279894,0.0
2005-02-09,0.0,10.3467199132,8.51069717101,131.732822516,0.0
2005-02-10,0.0,6.89781327543,14.184495285,137.81279894,0.0
