Date,Value
1/25/07,56.449612
1/26/07,56.413593
1/29/07,56.425602
1/30/07,56.749775
1/31/07,57.162041
2/1/07,57.490211
2/2/07,57.562286
2/5/07,57.630318
2/6/07,57.634327
2/7/07,57.822395
2/8/07,57.750393
2/9/07,57.314117
2/12/07,57.110004
2/13/07,57.59428
2/14/07,57.978504
2/15/07,57.990501
2/16/07,58.03056
2/20/07,58.202648
2/21/07,58.22665
2/22/07,58.206657
2/23/07,58.018528
2/26/07,57.942493
2/27/07,55.793201
2/28/07,56.233479
3/1/07,56.073376
3/2/07,55.272919
3/5/07,54.632515
3/6/07,55.553062
3/7/07,55.509029
3/8/07,55.973324
3/9/07,55.993332
3/12/07,56.141426
3/13/07,55.132843
3/14/07,55.412991
3/15/07,55.633137
3/16/07,55.392967
3/19/07,56.025356
3/20/07,56.393578
3/21/07,57.294094
3/22/07,57.326126
3/23/07,57.438179
3/26/07,57.342159
3/27/07,57.113045
3/28/07,56.739216
3/29/07,56.895969
3/30/07,56.863808
4/2/07,57.004478
4/3/07,57.523026
4/4/07,57.583298
4/5/07,57.744091
4/9/07,57.812428
4/10/07,57.973186
4/11/07,57.603413
4/12/07,57.981236
4/13/07,58.174168
4/16/07,58.761013
4/17/07,58.853466
4/18/07,58.905731
4/19/07,58.797176
4/20/07,59.319748
4/23/07,59.20314
4/24/07,59.195107
4/25/07,59.72168
4/26/07,59.741783
4/27/07,59.677464
4/30/07,59.150913
5/1/07,59.283554
5/2/07,59.72168
5/3/07,59.986977
5/4/07,60.163795
5/7/07,60.260288
5/8/07,60.200008
5/9/07,60.413013
5/10/07,59.653347
5/11/07,60.212067
5/14/07,60.031158
5/15/07,59.870407
5/16/07,60.384872
5/17/07,60.2402
5/18/07,60.690392
5/21/07,60.863216
5/22/07,60.855183
5/23/07,60.823021
5/24/07,60.200008
5/25/07,60.493423
5/29/07,60.734604
5/30/07,61.257111
5/31/07,61.353573
6/1/07,61.60281
6/4/07,61.703289
6/5/07,61.389748
6/6/07,60.76273
6/7/07,59.564938
6/8/07,60.380867
